                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    156,                0.48058,                0.37424,                 0.9771,                0.92686,                0.87449,                0.93608,                0.79022,                0.84445,                0.51745,                 1.3376,             0.00061062,             0.00061062,             0.00061062
                    157,                0.49041,                0.37491,                0.97748,                0.92084,                0.87459,                0.93878,                0.78536,                0.88079,                0.53019,                 1.4071,              0.0006065,              0.0006065,              0.0006065
                    158,                0.49092,                0.37338,                0.97653,                0.93132,                0.88786,                0.94069,                0.79823,                 0.7413,                0.49389,                 1.2354,             0.00060238,             0.00060238,             0.00060238
                    159,                0.48701,                0.37642,                0.97973,                0.93366,                0.88379,                0.94286,                0.80072,                0.73441,                0.49207,                   1.21,             0.00059825,             0.00059825,             0.00059825
                    160,                0.48948,                  0.376,                0.98064,                0.95784,                0.86482,                0.95436,                0.80369,                0.86425,                0.53716,                 1.3194,             0.00059413,             0.00059413,             0.00059413
                    161,                0.49069,                 0.3725,                0.98035,                0.96503,                0.85933,                 0.9444,                0.78773,                0.83783,                0.47816,                 1.3539,                0.00059,                0.00059,                0.00059
                    162,                0.48716,                0.36926,                0.97517,                 0.9609,                 0.8751,                0.94574,                0.78788,                0.83688,                0.46331,                 1.3072,             0.00058588,             0.00058588,             0.00058588
                    163,                0.47741,                0.36513,                0.97169,                0.92622,                 0.9177,                0.95082,                0.80399,                0.82192,                0.47364,                 1.2914,             0.00058175,             0.00058175,             0.00058175
                    164,                 0.4767,                0.36794,                0.97942,                0.94953,                0.91426,                0.96062,                0.80237,                0.75691,                0.44939,                  1.268,             0.00057763,             0.00057763,             0.00057763
                    165,                0.47844,                 0.3584,                0.97064,                0.92489,                0.88302,                0.94008,                0.78917,                0.88661,                0.50952,                 1.3852,              0.0005735,              0.0005735,              0.0005735
                    166,                0.47431,                0.36133,                0.97116,                0.92996,                0.90818,                0.95237,                0.80685,                0.80319,                 0.4827,                 1.3126,             0.00056938,             0.00056938,             0.00056938
                    167,                0.49055,                0.37037,                0.97907,                0.93208,                0.91045,                0.95365,                0.80787,                0.78295,                0.45324,                 1.3403,             0.00056525,             0.00056525,             0.00056525
                    168,                0.47881,                0.36253,                0.97468,                0.94634,                0.88769,                0.94702,                0.79736,                0.79198,                0.46785,                 1.3205,             0.00056112,             0.00056112,             0.00056112
                    169,                 0.4694,                0.35962,                 0.9626,                0.95139,                0.88365,                  0.949,                0.79762,                0.86194,                0.47918,                 1.3822,               0.000557,               0.000557,               0.000557
                    170,                0.48697,                0.36825,                0.98308,                0.95121,                0.89752,                0.94725,                0.79853,                0.83725,                0.48944,                 1.3935,             0.00055287,             0.00055287,             0.00055287
                    171,                 0.4714,                 0.3524,                0.97167,                0.96519,                0.88107,                0.94903,                0.79605,                0.85491,                 0.4596,                 1.4255,             0.00054875,             0.00054875,             0.00054875
                    172,                0.48128,                0.36868,                0.97615,                0.92649,                0.89449,                0.94008,                0.78787,                0.88115,                0.51343,                  1.442,             0.00054463,             0.00054463,             0.00054463
                    173,                0.46423,                0.36616,                0.97129,                0.92675,                0.90322,                0.94632,                0.79638,                0.83715,                0.50495,                 1.3903,              0.0005405,              0.0005405,              0.0005405
                    174,                 0.4721,                0.36037,                0.96812,                0.92425,                0.88552,                0.93672,                0.77915,                0.85348,                0.50552,                 1.3455,             0.00053638,             0.00053638,             0.00053638
                    175,                0.48135,                 0.3723,                0.98151,                0.92964,                0.90165,                0.93853,                0.79013,                0.81272,                 0.4598,                 1.3588,             0.00053225,             0.00053225,             0.00053225
                    176,                0.46591,                0.35805,                0.96472,                0.94176,                  0.887,                0.94345,                0.79207,                0.83509,                 0.4765,                 1.3728,             0.00052812,             0.00052812,             0.00052812
                    177,                0.46864,                0.34987,                0.96521,                0.95275,                 0.8936,                0.95566,                0.79921,                0.88498,                0.46342,                 1.4126,               0.000524,               0.000524,               0.000524
                    178,                0.45361,                 0.3445,                0.96173,                0.94136,                0.88848,                0.94533,                0.79539,                0.85431,                 0.4906,                 1.4064,             0.00051988,             0.00051988,             0.00051988
                    179,                0.46983,                0.34597,                0.97027,                0.93605,                0.88831,                0.94694,                 0.7984,                0.84336,                0.51936,                  1.361,             0.00051575,             0.00051575,             0.00051575
                    180,                0.47753,                0.37022,                0.98187,                0.93223,                  0.908,                0.94266,                0.79812,                0.85161,                0.47076,                 1.3618,             0.00051163,             0.00051163,             0.00051163
                    181,                0.44909,                0.34718,                0.95439,                0.94948,                0.87285,                0.93918,                0.78877,                0.84799,                0.50753,                 1.3612,              0.0005075,              0.0005075,              0.0005075
                    182,                0.47491,                0.36259,                0.96673,                0.94955,                0.88237,                0.95057,                0.79226,                0.86394,                0.48448,                 1.3796,             0.00050337,             0.00050337,             0.00050337
                    183,                0.45974,                 0.3499,                0.96563,                0.94389,                0.88854,                0.95037,                0.80533,                0.89468,                0.52708,                 1.4084,             0.00049925,             0.00049925,             0.00049925
                    184,                0.46939,                0.35564,                0.96355,                0.94967,                0.91014,                 0.9549,                0.79399,                0.82327,                0.45146,                 1.3511,             0.00049513,             0.00049513,             0.00049513
                    185,                0.45957,                0.35284,                0.96264,                0.95787,                0.89442,                0.95552,                0.80589,                0.85489,                0.45986,                 1.3923,               0.000491,               0.000491,               0.000491
                    186,                0.46523,                0.34989,                0.97267,                0.95191,                0.88925,                 0.9477,                0.80012,                 0.8622,                0.46611,                  1.367,             0.00048687,             0.00048687,             0.00048687
                    187,                0.45961,                0.35084,                0.96331,                0.96075,                0.88682,                0.94531,                0.80418,                0.81951,                0.47818,                 1.3238,             0.00048275,             0.00048275,             0.00048275
                    188,                0.45439,                0.35704,                0.96207,                0.95867,                0.88664,                0.94482,                0.79285,                0.88919,                0.46765,                  1.447,             0.00047863,             0.00047863,             0.00047863
                    189,                0.44547,                0.33616,                 0.9556,                0.94898,                0.90161,                0.95089,                0.80017,                0.87852,                0.47491,                  1.431,              0.0004745,              0.0004745,              0.0004745
                    190,                0.46113,                 0.3516,                 0.9759,                0.95933,                0.89221,                0.94998,                 0.8032,                0.81238,                0.47095,                 1.3002,             0.00047038,             0.00047038,             0.00047038
                    191,                 0.4532,                0.34655,                0.96204,                0.92671,                0.90661,                 0.9459,                0.79676,                0.80408,                0.50731,                 1.3145,             0.00046625,             0.00046625,             0.00046625
                    192,                0.45434,                0.35014,                0.96606,                0.95423,                0.90253,                0.95375,                0.80677,                  0.829,                0.49763,                 1.3627,             0.00046212,             0.00046212,             0.00046212
                    193,                0.45329,                 0.3505,                0.96476,                0.95782,                 0.8918,                0.95025,                0.79751,                0.86362,                0.49934,                 1.3836,               0.000458,               0.000458,               0.000458
                    194,                  0.445,                0.33423,                0.95835,                 0.9744,                0.88178,                0.94857,                0.79499,                0.83597,                0.46875,                 1.3548,             0.00045388,             0.00045388,             0.00045388
                    195,                0.46196,                0.33585,                0.95338,                0.94707,                 0.9111,                0.94665,                 0.7999,                0.80382,                0.46406,                 1.3434,             0.00044975,             0.00044975,             0.00044975
                    196,                 0.4406,                0.32727,                0.96704,                0.94673,                0.89792,                0.94454,                0.80431,                0.78567,                0.50007,                 1.3108,             0.00044563,             0.00044563,             0.00044563
                    197,                0.45086,                0.33928,                0.95632,                0.93988,                0.90444,                0.95061,                0.79783,                0.80646,                0.51994,                 1.2927,              0.0004415,              0.0004415,              0.0004415
                    198,                0.44163,                 0.3296,                0.95237,                0.96307,                0.87933,                 0.9504,                0.80758,                 0.7988,                0.56039,                 1.2815,             0.00043738,             0.00043738,             0.00043738
                    199,                0.44895,                 0.3357,                 0.9626,                0.94758,                0.90006,                0.95201,                0.80524,                0.81599,                0.52024,                 1.2686,             0.00043325,             0.00043325,             0.00043325
                    200,                0.44961,                0.33824,                0.95796,                0.92513,                0.91704,                0.95218,                0.79943,                 0.8245,                0.52717,                  1.305,             0.00042912,             0.00042912,             0.00042912
                    201,                0.44054,                0.33119,                0.95892,                0.94817,                0.91865,                0.95156,                0.80612,                0.74819,                 0.5138,                 1.2715,               0.000425,               0.000425,               0.000425
                    202,                0.44305,                0.33727,                0.94557,                 0.9602,                0.87701,                0.94532,                0.81256,                0.77871,                0.51627,                 1.3091,             0.00042087,             0.00042087,             0.00042087
                    203,                0.44389,                0.33371,                0.95339,                0.92932,                0.90337,                0.94329,                0.80196,                0.88513,                0.55724,                  1.411,             0.00041675,             0.00041675,             0.00041675
                    204,                 0.4458,                0.33206,                0.95536,                0.92044,                 0.9011,                0.94687,                 0.8057,                0.85147,                0.64432,                  1.314,             0.00041263,             0.00041263,             0.00041263
                    205,                0.42623,                0.31878,                0.94595,                0.93577,                0.89678,                0.94687,                0.80406,                0.74756,                0.47848,                 1.2312,              0.0004085,              0.0004085,              0.0004085
                    206,                0.43468,                0.32663,                0.95575,                0.94239,                0.89635,                0.94714,                0.79952,                0.84876,                0.53724,                  1.311,             0.00040438,             0.00040438,             0.00040438
                    207,                0.43504,                0.32401,                0.95196,                0.96281,                0.87829,                0.94921,                0.80018,                0.80236,                0.53137,                 1.2805,             0.00040025,             0.00040025,             0.00040025
                    208,                0.44057,                0.32907,                 0.9616,                0.96522,                0.89664,                0.95431,                0.80502,                0.86347,                0.57674,                 1.3058,             0.00039613,             0.00039613,             0.00039613
                    209,                0.43252,                 0.3317,                0.95834,                 0.9571,                0.90134,                 0.9439,                0.79414,                0.91662,                0.54366,                 1.4365,               0.000392,               0.000392,               0.000392
                    210,                0.41964,                0.31602,                0.94705,                0.96125,                0.88073,                0.94677,                0.80762,                0.86472,                0.56138,                 1.3302,             0.00038788,             0.00038788,             0.00038788
                    211,                0.45065,                0.33747,                0.96699,                0.95993,                0.90793,                0.94623,                0.79846,                0.83786,                0.59706,                 1.3251,             0.00038375,             0.00038375,             0.00038375
                    212,                0.41697,                0.31793,                0.94244,                0.96531,                 0.9001,                0.95368,                0.80709,                0.86703,                0.59429,                 1.3619,             0.00037962,             0.00037962,             0.00037962
                    213,                0.43044,                0.32688,                0.94845,                0.96011,                0.88115,                0.94377,                0.80346,                 0.9057,                0.50363,                  1.479,              0.0003755,              0.0003755,              0.0003755
                    214,                0.41916,                0.31698,                0.93835,                0.96959,                0.88903,                0.94991,                0.81129,                0.88293,                0.51729,                 1.4216,             0.00037138,             0.00037138,             0.00037138
                    215,                 0.4132,                0.31085,                0.94408,                0.94425,                0.88766,                0.94402,                0.80332,                0.81569,                0.49984,                  1.355,             0.00036725,             0.00036725,             0.00036725
                    216,                0.42186,                0.31488,                  0.952,                0.95201,                0.89768,                0.95471,                0.81571,                0.76821,                0.44146,                 1.3634,             0.00036313,             0.00036313,             0.00036313
                    217,                0.43359,                0.32448,                 0.9481,                0.95969,                0.88974,                0.94854,                0.80347,                0.79014,                0.45398,                 1.3667,               0.000359,               0.000359,               0.000359
                    218,                0.42779,                0.32079,                0.94766,                 0.9548,                0.91449,                0.94977,                0.80467,                0.79096,                0.45813,                 1.3652,             0.00035487,             0.00035487,             0.00035487
                    219,                0.42374,                0.31678,                0.95363,                 0.9621,                0.88885,                0.95053,                0.80574,                0.78001,                0.49432,                 1.3049,             0.00035075,             0.00035075,             0.00035075
                    220,                0.43465,                0.32358,                 0.9525,                0.95314,                0.89653,                0.94879,                0.80192,                0.88815,                0.53946,                 1.4074,             0.00034663,             0.00034663,             0.00034663
                    221,                0.43595,                0.32617,                0.95649,                0.95201,                 0.8837,                 0.9462,                0.80866,                0.80836,                0.56974,                 1.3089,              0.0003425,              0.0003425,              0.0003425
                    222,                0.42901,                0.31375,                0.95193,                0.95608,                0.89333,                0.94948,                0.81347,                0.77586,                0.52327,                 1.2759,             0.00033838,             0.00033838,             0.00033838
                    223,                0.43138,                0.32684,                0.95515,                0.96448,                0.89793,                0.95325,                0.81362,                0.77057,                0.47269,                 1.3048,             0.00033425,             0.00033425,             0.00033425
                    224,                0.41865,                0.31425,                0.94687,                0.94002,                0.89586,                 0.9486,                0.80815,                0.78327,                0.48885,                 1.3213,             0.00033013,             0.00033013,             0.00033013
                    225,                0.43145,                0.32297,                0.95089,                0.96046,                0.88798,                0.94825,                0.81119,                0.77682,                0.46539,                 1.3036,               0.000326,               0.000326,               0.000326
                    226,                0.41257,                0.30694,                0.94083,                0.94691,                0.89814,                0.95006,                0.81657,                0.75578,                0.42993,                 1.3333,             0.00032188,             0.00032188,             0.00032188
                    227,                0.41913,                0.31735,                0.94897,                0.94117,                0.88885,                0.95333,                0.81789,                0.75602,                0.44241,                 1.3702,             0.00031775,             0.00031775,             0.00031775
                    228,                0.41625,                0.32029,                0.94782,                 0.9376,                0.90775,                0.95322,                0.81617,                0.78879,                0.46677,                 1.3663,             0.00031362,             0.00031362,             0.00031362
                    229,                0.42072,                0.32057,                0.94548,                0.93844,                0.91917,                0.95375,                0.81275,                0.82489,                0.49286,                 1.3668,              0.0003095,              0.0003095,              0.0003095
                    230,                0.41267,                0.31508,                0.94562,                0.93916,                0.92439,                0.95136,                0.80746,                0.77553,                0.46557,                  1.327,             0.00030538,             0.00030538,             0.00030538
                    231,                0.41645,                 0.3119,                0.94227,                0.95612,                0.89159,                0.94754,                0.80621,                 0.7703,                0.48842,                 1.3328,             0.00030125,             0.00030125,             0.00030125
                    232,                 0.4056,                0.30432,                 0.9396,                0.95706,                0.90617,                0.95484,                0.80908,                0.81079,                0.46359,                 1.3723,             0.00029713,             0.00029713,             0.00029713
                    233,                0.41061,                0.30692,                0.94519,                0.95491,                 0.8996,                0.95396,                0.81505,                0.79671,                0.48617,                   1.36,               0.000293,               0.000293,               0.000293
                    234,                0.41516,                0.31202,                0.95012,                0.92081,                0.91401,                0.95011,                0.81445,                0.76958,                0.47347,                 1.2976,             0.00028888,             0.00028888,             0.00028888
                    235,                0.41207,                0.30646,                0.94211,                0.94048,                0.91217,                0.95574,                0.81839,                0.79263,                 0.4668,                 1.3058,             0.00028475,             0.00028475,             0.00028475
                    236,                0.41053,                0.30441,                0.94331,                0.96463,                 0.8956,                0.95516,                0.81841,                0.77768,                0.44849,                 1.2813,             0.00028063,             0.00028063,             0.00028063
                    237,                0.39952,                0.30102,                0.93373,                 0.9573,                0.89822,                0.95193,                0.81685,                0.74182,                0.43651,                 1.2722,              0.0002765,              0.0002765,              0.0002765
                    238,                0.41549,                  0.304,                0.94518,                0.96576,                0.89065,                0.95314,                0.81413,                0.74095,                0.44926,                   1.27,             0.00027237,             0.00027237,             0.00027237
                    239,                0.40131,                0.29797,                0.93502,                0.94589,                0.90039,                0.95597,                0.81521,                0.77339,                0.44294,                 1.3286,             0.00026825,             0.00026825,             0.00026825
                    240,                0.40687,                 0.3101,                0.93812,                0.94148,                0.91377,                0.95223,                0.81205,                0.78102,                 0.4404,                 1.3344,             0.00026413,             0.00026413,             0.00026413
                    241,                0.39726,                0.30163,                0.93906,                0.95332,                0.91124,                0.95542,                0.81574,                0.77137,                0.44313,                  1.345,                0.00026,                0.00026,                0.00026
                    242,                0.40932,                 0.3054,                0.94565,                0.94212,                0.91553,                0.95206,                 0.8151,                0.79516,                0.49229,                 1.3481,             0.00025587,             0.00025587,             0.00025587
                    243,                0.39075,                0.29955,                0.93451,                0.94892,                0.90538,                0.95052,                0.81604,                0.81255,                0.50972,                 1.3485,             0.00025175,             0.00025175,             0.00025175
                    244,                0.40897,                0.30821,                0.94372,                 0.9495,                0.90206,                0.95195,                0.81298,                0.76192,                0.46313,                 1.3034,             0.00024762,             0.00024762,             0.00024762
                    245,                0.40149,                0.29807,                 0.9344,                0.93849,                0.91533,                0.95453,                0.81403,                 0.7587,                 0.4615,                 1.2635,              0.0002435,              0.0002435,              0.0002435
                    246,                0.40608,                0.29789,                0.94496,                0.92393,                0.91756,                0.94781,                0.81136,                0.79087,                0.47699,                 1.2681,             0.00023938,             0.00023938,             0.00023938
                    247,                 0.3966,                0.29616,                0.93007,                0.94838,                0.90497,                0.94853,                 0.8128,                0.78374,                0.46312,                 1.3217,             0.00023525,             0.00023525,             0.00023525
                    248,                0.39722,                0.29565,                0.93081,                0.94618,                0.91007,                0.95241,                0.81571,                0.75851,                0.43493,                 1.3173,             0.00023112,             0.00023112,             0.00023112
                    249,                0.39512,                0.30022,                0.94167,                0.93346,                0.89798,                0.94793,                0.80865,                0.79999,                0.49355,                 1.3247,               0.000227,               0.000227,               0.000227
                    250,                0.40318,                0.29787,                0.93739,                0.94329,                0.89249,                0.95247,                0.81519,                0.81849,                0.52688,                 1.3046,             0.00022288,             0.00022288,             0.00022288
                    251,                0.39888,                0.30183,                0.93641,                0.91927,                  0.906,                0.94555,                0.81424,                0.78837,                0.51172,                 1.3232,             0.00021875,             0.00021875,             0.00021875
                    252,                0.39713,                0.29722,                0.93272,                0.92356,                0.89488,                0.94975,                0.81705,                0.78465,                0.49283,                 1.3195,             0.00021462,             0.00021462,             0.00021462
                    253,                0.39153,                0.29052,                0.93039,                 0.9248,                0.90705,                0.95134,                 0.8182,                 0.7727,                0.45772,                 1.3202,              0.0002105,              0.0002105,              0.0002105
                    254,                0.38654,                0.29277,                0.93617,                0.94108,                0.89558,                0.95167,                0.81965,                0.79076,                 0.4562,                 1.3261,             0.00020637,             0.00020637,             0.00020637
                    255,                0.38538,                 0.2912,                0.93157,                0.94416,                0.90085,                0.95254,                0.82146,                0.77882,                0.46197,                 1.3138,             0.00020225,             0.00020225,             0.00020225
                    256,                0.40392,                0.30379,                0.94419,                0.95514,                0.89967,                0.95466,                0.81809,                0.78484,                0.46825,                   1.31,             0.00019813,             0.00019813,             0.00019813
                    257,                0.39376,                0.29318,                0.93371,                0.95855,                0.89401,                0.95315,                0.81875,                0.78176,                0.46264,                  1.295,               0.000194,               0.000194,               0.000194
                    258,                0.38872,                0.29413,                0.93736,                0.97076,                0.87917,                0.95427,                0.82125,                0.74745,                0.42259,                 1.2596,             0.00018987,             0.00018987,             0.00018987
                    259,                0.39239,                0.29176,                 0.9317,                0.95064,                0.89501,                0.95459,                0.82194,                0.72192,                0.42519,                 1.2142,             0.00018575,             0.00018575,             0.00018575
                    260,                0.39292,                0.29397,                0.93762,                 0.9436,                0.90218,                0.95575,                0.82026,                0.76038,                0.44339,                 1.2684,             0.00018163,             0.00018163,             0.00018163
                    261,                  0.402,                0.30428,                0.94403,                0.94427,                0.91606,                0.95539,                0.82084,                0.75379,                0.42593,                 1.2691,              0.0001775,              0.0001775,              0.0001775
                    262,                0.39057,                0.29118,                0.93187,                0.95983,                0.90008,                0.95191,                0.81553,                0.76482,                0.44809,                  1.281,             0.00017338,             0.00017338,             0.00017338
                    263,                0.38335,                0.29375,                0.93187,                0.94944,                0.90567,                0.95126,                0.81986,                0.77597,                0.48994,                  1.291,             0.00016925,             0.00016925,             0.00016925
                    264,                0.38168,                0.28583,                 0.9266,                0.94802,                 0.9005,                0.95144,                0.82101,                0.78698,                0.49709,                 1.3384,             0.00016512,             0.00016512,             0.00016512
                    265,                0.38783,                0.29323,                0.94061,                0.95818,                0.91137,                0.95457,                0.81479,                0.78561,                0.46829,                 1.3456,               0.000161,               0.000161,               0.000161
                    266,                0.37943,                0.28395,                0.92778,                0.95226,                0.90452,                 0.9477,                 0.8145,                0.76381,                0.44004,                   1.35,             0.00015688,             0.00015688,             0.00015688
                    267,                0.38229,                0.28251,                0.93114,                 0.9537,                0.90052,                0.94806,                0.81811,                0.75462,                0.44344,                  1.319,             0.00015275,             0.00015275,             0.00015275
                    268,                0.39259,                0.29128,                0.93139,                0.95126,                0.91137,                0.95392,                0.82348,                0.75397,                0.43572,                 1.3238,             0.00014862,             0.00014862,             0.00014862
                    269,                0.38584,                 0.2914,                0.93127,                0.96536,                0.89256,                 0.9535,                 0.8227,                 0.7931,                0.46589,                 1.3447,              0.0001445,              0.0001445,              0.0001445
                    270,                0.37458,                0.28506,                0.92824,                0.95419,                0.90458,                0.95324,                0.81875,                0.78315,                0.46485,                 1.3326,             0.00014038,             0.00014038,             0.00014038
                    271,                0.37946,                0.28664,                0.93191,                0.93319,                 0.9198,                0.95118,                0.81511,                0.76495,                0.45146,                 1.3153,             0.00013625,             0.00013625,             0.00013625
                    272,                0.38298,                0.28354,                 0.9373,                0.95599,                0.91429,                0.95207,                0.82083,                 0.7509,                0.43071,                 1.3208,             0.00013212,             0.00013212,             0.00013212
                    273,                0.38247,                0.29007,                0.93713,                0.95804,                 0.9005,                0.94879,                 0.8176,                0.75154,                 0.4298,                 1.3224,               0.000128,               0.000128,               0.000128
                    274,                0.36438,                0.27737,                0.91815,                0.93186,                0.91155,                0.95011,                 0.8181,                0.77741,                0.47807,                 1.3107,             0.00012387,             0.00012387,             0.00012387
                    275,                0.37801,                0.28584,                0.92933,                0.96341,                0.89687,                 0.9533,                0.82096,                0.77476,                0.45566,                 1.3342,             0.00011975,             0.00011975,             0.00011975
                    276,                0.37377,                0.27759,                0.92564,                0.94339,                0.91106,                0.95316,                0.82628,                0.75337,                 0.4412,                 1.3251,             0.00011563,             0.00011563,             0.00011563
                    277,                0.38281,                0.28532,                0.93338,                0.94554,                0.91545,                0.95417,                 0.8258,                0.75152,                0.45067,                 1.3265,              0.0001115,              0.0001115,              0.0001115
                    278,                0.38271,                0.28838,                0.93388,                0.95724,                0.91196,                0.95502,                0.82598,                0.75016,                0.45422,                 1.3071,             0.00010737,             0.00010737,             0.00010737
                    279,                0.37303,                0.27866,                 0.9273,                0.94665,                0.92019,                0.95398,                0.82293,                0.76437,                0.46225,                 1.3114,             0.00010325,             0.00010325,             0.00010325
                    280,                0.37455,                0.28943,                0.92712,                0.95283,                0.91271,                0.95101,                0.81998,                0.77811,                0.45642,                  1.325,             9.9125e-05,             9.9125e-05,             9.9125e-05
                    281,                0.37688,                0.28459,                 0.9261,                0.95916,                0.90609,                 0.9518,                0.82063,                0.77295,                0.44125,                 1.3281,                9.5e-05,                9.5e-05,                9.5e-05
                    282,                0.36638,                0.27463,                 0.9267,                0.95973,                0.91433,                0.95361,                0.82337,                0.77394,                0.45351,                 1.3295,             9.0875e-05,             9.0875e-05,             9.0875e-05
                    283,                 0.3819,                0.28162,                0.92524,                0.96125,                0.90866,                 0.9517,                0.82043,                0.77901,                  0.449,                 1.3544,              8.675e-05,              8.675e-05,              8.675e-05
                    284,                0.37205,                0.27375,                0.92078,                0.96857,                0.89753,                0.95135,                0.81709,                0.76503,                0.45258,                 1.3355,             8.2625e-05,             8.2625e-05,             8.2625e-05
                    285,                0.37658,                0.28138,                0.92529,                0.95713,                0.89752,                0.95102,                0.81717,                0.76437,                0.47023,                 1.3356,               7.85e-05,               7.85e-05,               7.85e-05
                    286,                0.37808,                0.28008,                0.93217,                0.97497,                0.88563,                0.95184,                0.81896,                0.75858,                0.47787,                 1.3244,             7.4375e-05,             7.4375e-05,             7.4375e-05
                    287,                0.37799,                0.28247,                0.92539,                0.94762,                0.91239,                0.95275,                0.81753,                0.75658,                0.48073,                 1.3216,              7.025e-05,              7.025e-05,              7.025e-05
                    288,                0.36835,                0.27922,                0.92035,                 0.9423,                0.90792,                0.95044,                 0.8185,                0.76788,                0.50136,                 1.3389,             6.6125e-05,             6.6125e-05,             6.6125e-05
                    289,                0.36722,                0.27617,                0.92101,                0.94827,                 0.9153,                0.95154,                0.82151,                0.76855,                  0.506,                 1.3304,                6.2e-05,                6.2e-05,                6.2e-05
                    290,                 0.3697,                0.27087,                0.93147,                0.95173,                0.91439,                0.95125,                0.82239,                0.75791,                0.48449,                 1.3117,             5.7875e-05,             5.7875e-05,             5.7875e-05
                    291,                0.29437,                0.21193,                0.85551,                0.93882,                0.91418,                0.95175,                0.81391,                0.75787,                0.49022,                 1.3549,              5.375e-05,              5.375e-05,              5.375e-05
                    292,                0.28708,                0.19878,                0.84634,                0.94321,                0.90182,                0.94866,                0.80304,                 0.7707,                0.49587,                 1.3895,             4.9625e-05,             4.9625e-05,             4.9625e-05
                    293,                0.27923,                0.18809,                0.83716,                0.95449,                0.90428,                0.94602,                0.80417,                0.77392,                0.49909,                 1.3875,               4.55e-05,               4.55e-05,               4.55e-05
                    294,                0.27453,                0.18963,                0.84002,                0.94485,                0.91979,                0.94814,                0.80659,                0.77035,                0.49548,                 1.3733,             4.1375e-05,             4.1375e-05,             4.1375e-05
                    295,                0.26811,                0.18399,                0.83349,                0.95089,                0.91838,                0.95286,                0.81043,                  0.774,                0.49549,                  1.366,              3.725e-05,              3.725e-05,              3.725e-05
                    296,                0.26584,                 0.1832,                0.83345,                0.94382,                0.91417,                0.94957,                0.81446,                0.77083,                0.49482,                  1.358,             3.3125e-05,             3.3125e-05,             3.3125e-05
                    297,                0.26621,                0.18088,                 0.8381,                0.94202,                0.91307,                0.95052,                0.81811,                0.77128,                0.50418,                 1.3597,                2.9e-05,                2.9e-05,                2.9e-05
                    298,                0.27251,                0.18805,                0.83868,                0.94123,                0.91889,                 0.9513,                0.81991,                0.76363,                0.49966,                 1.3526,             2.4875e-05,             2.4875e-05,             2.4875e-05
                    299,                  0.264,                0.18548,                0.83307,                0.94161,                0.91889,                 0.9516,                0.82132,                0.76077,                0.49168,                 1.3493,              2.075e-05,              2.075e-05,              2.075e-05
                    300,                0.26054,                0.17825,                0.83441,                0.94487,                0.92037,                0.95236,                0.82203,                0.75981,                0.48709,                 1.3452,             1.6625e-05,             1.6625e-05,             1.6625e-05
