Version,Noise,Step,Loss,Value
v1,0.2,4619,Validation,0.018313828855752945
v1,0.2,4751,Validation,0.014951059594750404
v1,0.2,4883,Validation,0.015282850712537766
v1,0.2,5015,Validation,0.017842255532741547
v1,0.2,5147,Validation,0.018245507031679153
v1,0.2,5279,Validation,0.015850134193897247
v1,0.2,5411,Validation,0.016193339601159096
v1,0.2,5543,Validation,0.014648452401161194
v1,0.2,5675,Validation,0.017276864498853683
v1,0.2,5807,Validation,0.01645895093679428
v1,0.2,5939,Validation,0.01826244220137596
v1,0.2,6071,Validation,0.014985279180109501
v1,0.2,6203,Validation,0.015073370188474655
v1,0.2,6335,Validation,0.015251829288899899
v1,0.2,6467,Validation,0.01499590277671814
v1,0.2,6599,Validation,0.015142771415412426
v1,0.2,6731,Validation,0.015318895690143108
v1,0.2,6863,Validation,0.017584724351763725
v1,0.2,6995,Validation,0.021383291110396385
v1,0.2,7127,Validation,0.01590581238269806
v1,0.2,7259,Validation,0.014744941145181656
v1,0.2,7391,Validation,0.01498695369809866
v1,0.2,7523,Validation,0.015146586112678051
v1,0.2,7655,Validation,0.014882070943713188
v1,0.2,7787,Validation,0.022658681496977806
v1,0.2,7919,Validation,0.015074457973241806
v1,0.2,8051,Validation,0.015751302242279053
v1,0.2,8183,Validation,0.014747664332389832
v1,0.2,8315,Validation,0.023001376539468765
v1,0.2,8447,Validation,0.014889514073729515
v1,0.2,8579,Validation,0.014558984898030758
v1,0.2,8711,Validation,0.014080775901675224
v1,0.2,8843,Validation,0.015300813131034374
v1,0.2,8975,Validation,0.016081003472208977
v1,0.2,9107,Validation,0.014678329229354858
v1,0.2,9239,Validation,0.014940913766622543
v1,0.2,9371,Validation,0.014407222159206867
v1,0.2,9503,Validation,0.01872483268380165
v1,0.2,9635,Validation,0.01536500547081232
v1,0.2,9767,Validation,0.015687786042690277
v1,0.2,9899,Validation,0.017864467576146126
v1,0.2,10031,Validation,0.014291787520051003
v1,0.2,10163,Validation,0.015595338307321072
v1,0.2,10295,Validation,0.017384519800543785
v1,0.2,10427,Validation,0.016201268881559372
v1,0.2,10559,Validation,0.019337013363838196
v1,0.2,10691,Validation,0.018267961218953133
v1,0.2,10823,Validation,0.02418294921517372
v1,0.2,10955,Validation,0.01748524233698845
v1,0.2,11087,Validation,0.021286332979798317
v1,0.2,11219,Validation,0.021778516471385956
v1,0.2,11351,Validation,0.016543161123991013
v1,0.2,11483,Validation,0.015939656645059586
v1,0.2,11615,Validation,0.016351398080587387
v1,0.2,11747,Validation,0.023440666496753693
v1,0.2,11879,Validation,0.018123073503375053
v1,0.2,12011,Validation,0.015652714297175407
v1,0.2,12143,Validation,0.015952657908201218
v1,0.2,12275,Validation,0.022616222500801086
v1,0.2,12407,Validation,0.015907365828752518
v1,0.2,12539,Validation,0.015704991295933723
v1,0.2,12671,Validation,0.01643839292228222
v1,0.2,12803,Validation,0.015865745022892952
v1,0.2,12935,Validation,0.015069550834596157
v1,0.2,13067,Validation,0.016044648364186287
v1,0.2,13199,Validation,0.014833771623671055
v1,0.2,13331,Validation,0.01592256687581539
v1,0.2,13463,Validation,0.016389790922403336
v1,0.2,13595,Validation,0.017250895500183105
v1,0.2,13727,Validation,0.01627523824572563
v1,0.2,13859,Validation,0.015101954340934753
v1,0.2,13991,Validation,0.015418129973113537
v1,0.2,14123,Validation,0.018160009756684303
v1,0.2,14255,Validation,0.024483246728777885
v1,0.2,14387,Validation,0.01556149497628212
v1,0.2,14519,Validation,0.01633807271718979
v1,0.2,14651,Validation,0.0189109668135643
v1,0.2,14783,Validation,0.024632751941680908
v1,0.2,14915,Validation,0.015665065497159958
v1,0.2,15047,Validation,0.015382872894406319
v1,0.2,15179,Validation,0.014712736941874027
v1,0.2,15311,Validation,0.015759389847517014
v1,0.2,15443,Validation,0.016701215878129005
v1,0.2,15575,Validation,0.01578107848763466
v1,0.2,15707,Validation,0.015521995723247528
v1,0.2,15839,Validation,0.01924656145274639
v1,0.2,15971,Validation,0.017588771879673004
v1,0.2,16103,Validation,0.015688305720686913
v1,0.2,16235,Validation,0.015976767987012863
v1,0.2,16367,Validation,0.014871256425976753
v1,0.2,16499,Validation,0.020413201302289963
v1,0.2,16631,Validation,0.015403324738144875
v1,0.2,16763,Validation,0.015358638018369675
v1,0.2,16895,Validation,0.026612233370542526
v1,0.2,17027,Validation,0.017284918576478958
v1,0.2,17159,Validation,0.01662406511604786
v1,0.2,17291,Validation,0.015896378085017204
v1,0.2,17423,Validation,0.01597525179386139
v1,0.2,17555,Validation,0.01981746405363083
v1,0.2,17687,Validation,0.015105392783880234
v1,0.2,17819,Validation,0.014306739903986454
v1,0.2,17951,Validation,0.015888649970293045
v1,0.2,18083,Validation,0.014872941188514233
v1,0.2,18215,Validation,0.01723298989236355
v1,0.2,18347,Validation,0.018236007541418076
v1,0.2,18479,Validation,0.017350804060697556
v1,0.2,18611,Validation,0.015288428403437138
v1,0.2,18743,Validation,0.021950362250208855
v1,0.2,18875,Validation,0.0275333933532238
v1,0.2,19007,Validation,0.035338230431079865
v1,0.2,19139,Validation,0.024558251723647118
v1,0.2,19271,Validation,0.022762741893529892
v1,0.2,19403,Validation,0.03611418232321739
v1,0.2,19535,Validation,0.029489761218428612
v1,0.2,19667,Validation,0.018204975873231888
v1,0.2,19799,Validation,0.018574656918644905
v1,0.2,19931,Validation,0.020121341571211815
v2,0.2,131,Validation,0.0648513063788414
v2,0.2,263,Validation,0.06395675987005234
v2,0.2,395,Validation,0.06106501445174217
v2,0.2,527,Validation,0.05942549556493759
v2,0.2,659,Validation,0.05976521968841553
v2,0.2,791,Validation,0.05990844964981079
v2,0.2,923,Validation,0.05954856425523758
v2,0.2,1055,Validation,0.05886835232377052
v2,0.2,1187,Validation,0.0575392059981823
v2,0.2,1319,Validation,0.056905895471572876
v2,0.2,1451,Validation,0.056635525077581406
v2,0.2,1583,Validation,0.05663829296827316
v2,0.2,1715,Validation,0.05688348412513733
v2,0.2,1847,Validation,0.057238634675741196
v2,0.2,1979,Validation,0.05675290524959564
v2,0.2,2111,Validation,0.05619194358587265
v2,0.2,2243,Validation,0.05614271014928818
v2,0.2,2375,Validation,0.05612798407673836
v2,0.2,2507,Validation,0.056113652884960175
v2,0.2,2639,Validation,0.05610610544681549
v2,0.2,2771,Validation,0.05610116571187973
v2,0.2,2903,Validation,0.05609182268381119
v2,0.2,3035,Validation,0.05608624592423439
v2,0.2,3167,Validation,0.05607670545578003
v2,0.2,3299,Validation,0.05607592687010765
v2,0.2,3431,Validation,0.05606947839260101
v2,0.2,3563,Validation,0.05605043098330498
v2,0.2,3695,Validation,0.05607001855969429
v2,0.2,3827,Validation,0.05606604367494583
v2,0.2,3959,Validation,0.0561038963496685
v2,0.2,4091,Validation,0.05607486143708229
v2,0.2,4223,Validation,0.056069403886795044
v2,0.2,4355,Validation,0.056039344519376755
v2,0.2,4487,Validation,0.05606941506266594
v2,0.2,4619,Validation,0.05606106296181679
v2,0.2,4751,Validation,0.05606568232178688
v2,0.2,4883,Validation,0.05605784431099892
v2,0.2,5015,Validation,0.05633566528558731
v2,0.2,5147,Validation,0.056307289749383926
v2,0.2,5279,Validation,0.056279703974723816
v2,0.2,5411,Validation,0.05626287683844566
v2,0.2,5543,Validation,0.05624965950846672
v2,0.2,5675,Validation,0.0562402717769146
v2,0.2,5807,Validation,0.05623473599553108
v2,0.2,5939,Validation,0.05622899904847145
v2,0.2,6071,Validation,0.056225650012493134
v2,0.2,6203,Validation,0.0563083179295063
v2,0.2,6335,Validation,0.0562099926173687
v2,0.2,6467,Validation,0.056204162538051605
v2,0.2,6599,Validation,0.05620194226503372
v2,0.2,6731,Validation,0.056201376020908356
v2,0.2,6863,Validation,0.05620122328400612
v2,0.2,6995,Validation,0.056203290820121765
v2,0.2,7127,Validation,0.05620016157627106
v2,0.2,7259,Validation,0.056199800223112106
v2,0.2,7391,Validation,0.0648513063788414
v2,0.2,7523,Validation,0.06395675987005234
v2,0.2,7655,Validation,0.06106501445174217
