Wall time,Step,Value
1717878600.0726032,131,0.01338072307407856
1717878619.4429207,263,0.011287149973213673
1717878638.1906033,395,0.009816116653382778
1717878657.9765708,527,0.009478985331952572
1717878676.4807284,659,0.006321277469396591
1717878696.3029764,791,0.005677913781255484
1717878715.4567332,923,0.006529359612613916
1717878734.117303,1055,0.005543907172977924
1717878753.1521406,1187,0.005380304530262947
1717878772.424143,1319,0.0046660709194839
1717878791.6570861,1451,0.009091644547879696
1717878810.2611494,1583,0.004480196628719568
1717878829.5067422,1715,0.004880358465015888
1717878848.39236,1847,0.004342900589108467
1717878867.245383,1979,0.004315286409109831
1717878886.8919215,2111,0.004290572367608547
1717878905.9045587,2243,0.004384377505630255
1717878925.0722861,2375,0.004411293659359217
1717878943.8441918,2507,0.004475283436477184
1717878963.2086678,2639,0.004120353143662214
1717878982.2717826,2771,0.004325095564126968
1717879000.8269277,2903,0.004270206671208143
1717879020.088636,3035,0.00418611615896225
1717879039.0337334,3167,0.004139413125813007
1717879058.0150032,3299,0.004514683969318867
1717879077.2202654,3431,0.004596266895532608
1717879096.3305793,3563,0.004189539700746536
1717879115.2481349,3695,0.004601703025400639
1717879134.2384353,3827,0.004391688387840986
1717879153.3361278,3959,0.004763891454786062
1717879170.9564836,4091,0.004312386270612478
1717879188.1425474,4223,0.0041095963679254055
1717879205.6124966,4355,0.004767758771777153
1717879223.650143,4487,0.004205811768770218
1717879242.75562,4619,0.004526987671852112
1717879261.6117942,4751,0.005209645256400108
1717879280.7099178,4883,0.0040605757385492325
1717879299.4533315,5015,0.004077156074345112
1717879317.1675098,5147,0.004058004356920719
1717879334.5366676,5279,0.003987450618296862
1717879351.7228708,5411,0.004284292459487915
1717879369.0801105,5543,0.004191089421510696
1717879386.8292634,5675,0.004241291433572769
1717879404.7908976,5807,0.004009746015071869
1717879423.5260913,5939,0.004026220180094242
1717879442.298812,6071,0.00417485274374485
1717879461.1272936,6203,0.004233966115862131
1717879479.5463812,6335,0.004084707237780094
1717879497.772292,6467,0.004129078239202499
1717879517.0704167,6599,0.003941357601433992
1717879536.7016118,6731,0.0039489781484007835
1717879554.858459,6863,0.004320992156863213
1717879572.6878912,6995,0.0043160999193787575
